Team ID,Team Description,,Full Name,,1,,,2,,,3,,,4,,,5,,,6,,,,Pokepaste,EVs,Extracted paste?,Replica Status,Replica Code,,,,,,,,,,,,,,,,
MC358,zeen's Recreation of ck49's Baltimore Regional 2027 Runner Up Team,,Shohei Kimura,,,,Charizardite Y,,,Golisopite,,,Mystic Water,,,Sitrus Berry,,,Light Clay,,,Leftovers,,https://pokepast.es/62aa4ef34ee42f01,Yes,Extracted,X,None,21 Sep 2026,-,,https://x.com/zeen172m/status/2102029781932069091?s=46,-,-,zeen172m,,Charizard-Mega-Y,Golisopod-Mega,Politoed,Farigiraf,Grimmsnarl,Archaludon,,MC358
MC357,JoeyPokeaim's Recreation of Mary M.'s Baltimore Regional 2027 Top 8 Team (Seniors),,JoeyPokeaim,,,,Cameruptite,,,Charcoal,,,Focus Sash,,,Choice Scarf,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/2a160038296e67e5,Yes,Extracted,✔,3DPJQY5JCK,22 Sep 2026,Video,,https://x.com/JoeyPokeaim,https://www.youtube.com/watch?v=lXLEmTywpPE,-,JoeyPokeaim,,Camerupt-Mega,Torkoal,Indeedee-F,Squawkabilly,Farigiraf,Hatterene,,MC357
MC356,yuki_mpm's Kurotama Moutain Top 32 Team,,yuki_mpm,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Miracle Seed,,,White Herb,,,Life Orb,,https://pokepast.es/ecdecc58b9116d68,Yes,Extracted,✔,T6RDC0HVFE,21 Sep 2026,Kurotama Mountain Tour,Top 32,https://x.com/yuki_mpm/status/2102035358628331566?s=46,-,-,yuki_mpm,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Gholdengo,,MC356
MC355,chiazhengqi's Garchomp-Z Metagross Team,,chiazhengqi,,,,Garchompite Z,,,Metagrossite,,,Life Orb,,,Zoom Lens,,,Miracle Seed,,,Rocky Helmet,,https://pokepast.es/d9fd914e8be2c4c6,Yes,Extracted,✔,G4WXK11NVD,22 Sep 2026,-,,https://x.com/chiazhengqi/status/2102241622465601920?s=46,-,-,chiazhengqi,,Garchomp-Mega-Z,Metagross-Mega,Delphox,Politoed,Rillaboom,Indeedee-F,,MC355
MC354,DidiVGC's VR September Challenge #2 Champion Team,,DidiVGC,,,,Dragoninite,,,Floettite,,,Sitrus Berry,,,Miracle Seed,,,White Herb,,,Life Orb,,https://pokepast.es/c06c65c34f56a094,Yes,Owner's,✔,5YXCVWYRVK,21 Sep 2026,VR September Challenge #2,Champion,https://x.com/DidiVGC/status/2101783204914962600,-,https://victoryroad.pro/vr-sep26-2/,DidiVGC,,Dragonite-Mega,Floette-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC354
MC353,Louis' VR September Challenge #2 Runner Up Team,,Louis Markl,,,,Floettite,,,Salamencite,,,Rocky Helmet,,,Sitrus Berry,,,Grassy Seed,,,Life Orb,,https://pokepast.es/2843468292efa020,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,Runner Up,https://x.com/Louisvgc/status/2101638773612183831,-,https://victoryroad.pro/vr-sep26-2/,Louisvgc,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC353
MC352,Yvar Vlieger's VR September Challenge #2 Top 4 Team,,Yvar Vlieger,,,,Charizardite Y,,,Meowsticite,,,Psychic Seed,,,Focus Sash,,,Chople Berry,,,Leftovers,,https://pokepast.es/104df22ab26ffa6c,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,3rd,https://x.com/YvarVGC,-,https://victoryroad.pro/vr-sep26-2/,YvarVGC,,Charizard-Mega-Y,Meowstic-F-Mega,Sneasler,Indeedee,Kingambit,Kommo-o,,MC352
MC351,LenVGC's VR September Challenge #2 Top 4 Team,,Alex Soto,,,,Blastoisinite,,,Delphoxite,,,Focus Sash,,,Rocky Helmet,,,Chople Berry,,,Coba Berry,,https://pokepast.es/5032047ff7d825fd,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,4th,https://x.com/LenVGC/status/2101637340309413997,-,https://victoryroad.pro/vr-sep26-2/,LenVGC,,Blastoise-Mega,Delphox-Mega,Sneasler,Indeedee-F,Maushold,Sinistcha,,MC351
MC350,Lorenzo Antognoni's VR September Challenge #2 Top 8 Team,,Lorenzo Antognoni,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Leftovers,,,Life Orb,,,Grassy Seed,,https://pokepast.es/6853674468737b2e,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,5th,https://x.com/DubiousBulb1033/status/2101640107463745601,-,https://victoryroad.pro/vr-sep26-2/,DubiousBulb1033,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Milotic,Rillaboom,Gholdengo,,MC350
MC349,Vivienne Gafner's VR September Challenge #2 Top 8 Team,,Vivienne Gafner,,,,Gengarite,,,Swampertite,,,Sitrus Berry,,,Focus Sash,,,Choice Scarf,,,Leftovers,,https://pokepast.es/af983ed470815738,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,6th,https://x.com/Viiv_yay,-,https://victoryroad.pro/vr-sep26-2/,Viiv_yay,,Gengar-Mega,Swampert-Mega,Incineroar,Pelipper,Annihilape,Archaludon,,MC349
MC348,Keishiro Ohashi's VR September Challenge #2 Top 8 Team,,Keishiro Ohashi,,,,Floettite,,,Salamencite,,,Life Orb,,,White Herb,,,Focus Sash,,,Chople Berry,,https://pokepast.es/d668dd98c6c7177b,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,7th,https://x.com/kisru012345/status/2101627634606375103,-,https://victoryroad.pro/vr-sep26-2/,kisru012345,,Floette-Eternal-Mega,Salamence-Mega,Basculegion,Sneasler,Whimsicott,Kingambit,,MC348
MC347,DaniVGC's VR September Challenge #2 Top 8 Team,,DaniVGC,,,,Garchompite Z,,,Golisopite,,,Choice Scarf,,,Focus Sash,,,Sitrus Berry,,,Leftovers,,https://pokepast.es/6a2b0f5f83d97a24,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,8th,https://x.com/VgcDani/status/2101626917472350222,-,https://victoryroad.pro/vr-sep26-2/,VgcDani,,Garchomp-Mega-Z,Golisopod-Mega,Basculegion,Pelipper,Farigiraf,Archaludon,,MC347
MC346,Gianmaria Sorbino's VR September Challenge #2 Top 16 Team,,Gianmaria Sorbino,,,,Raichunite Y,,,Staraptite,,,Grassy Seed,,,Life Orb,,,Miracle Seed,,,Fairy Feather,,https://pokepast.es/4836b743a1df1f2c,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,9th,https://x.com/EdKin_TV,-,https://victoryroad.pro/vr-sep26-2/,EdKin_TV,,Raichu-Mega-Y,Staraptor-Mega,Volcarona,Basculegion,Rillaboom,Sylveon,,MC346
MC345,Hari's VR September Challenge #2 Top 16 Team,,Thomas Gravouille,,,,Floettite,,,Raichunite Y,,,Sitrus Berry,,,Grassy Seed,,,Miracle Seed,,,Life Orb,,https://pokepast.es/be520a6c8cb03827,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,10th,https://x.com/HariPKMN/status/2101624468464624025,-,https://victoryroad.pro/vr-sep26-2/,HariPKMN,,Floette-Eternal-Mega,Raichu-Mega-Y,Incineroar,Volcarona,Rillaboom,Gholdengo,,MC345
MC344,Tom te Boekhorst's VR September Challenge #2 Top 16 Team,,Tom te Boekhorst,,,,Gardevoirite,,,Lucarionite Z,,,Focus Sash,,,Choice Scarf,,,Psychic Seed,,,Colbur Berry,,https://pokepast.es/e5c3c2d984bc27eb,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,11th,No Tweet,-,https://victoryroad.pro/vr-sep26-2/,Tom te Boekhorst,,Gardevoir-Mega,Lucario-Mega-Z,Armarouge,Annihilape,Sneasler,Indeedee-F,,MC344
MC343,Minche Chung's VR September Challenge #2 Top 16 Team,,Minche Chung,,,,Gengarite,,,Sitrus Berry,,,Eject Button,,,Chople Berry,,,Choice Scarf,,,Leftovers,,https://pokepast.es/b987727e0339084a,Yes,Owner's,✔,3W8FBWPT7M,20 Sep 2026,VR September Challenge #2,12th,https://x.com/BoredKingKR/status/2101611974715195657,-,https://victoryroad.pro/vr-sep26-2/,BoredKingKR,,Gengar-Mega,Incineroar,Rillaboom,Kingambit,Ninetales-Alola,Kommo-o,,MC343
MC342,Rahim Farzan's VR September Challenge #2 Top 16 Team,,Rahim Farzan,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Chople Berry,,https://pokepast.es/1b067b3c97217eaf,No,Extracted,X,None,20 Sep 2026,VR September Challenge #2,13th,https://x.com/PresPres_/status/2101615587151446237,-,https://victoryroad.pro/vr-sep26-2/,PresPres_,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Kingambit,,MC342
MC341,DomingoVGC's VR September Challenge #2 Top 32 Team,,Damahni Palmer,,,,Glimmoranite,,,Salamencite,,,Rocky Helmet,,,Life Orb,,,Leftovers,,,Focus Sash,,https://pokepast.es/9e422cab36495fcb,Yes,Extracted,✔,GCXR2RN1CQ,21 Sep 2026,VR September Challenge #2,27th,https://x.com/dmanvgc/status/2101777416054251672?s=46,-,https://victoryroad.pro/vr-sep26-2/,dmanvgc,,Glimmora-Mega,Salamence-Mega,Volcarona,Rillaboom,Hippowdon,Kingambit,,MC341
MC340,vgcluca's Maddo's Cup #12 Champion Team,,vgcluca,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/ddcf443e371a3a19,Yes,Extracted,✔,B36UQTDY6T,21 Sep 2026,Maddo's Cup #12,Champion,https://x.com/vgcluca/status/2101950169876996338?s=46,-,-,vgcluca,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC340
MC339,cobalt's Salamence Glimmora Team,,Hiroto Kamazawa,,,,Glimmoranite,,,Salamencite,,,Rocky Helmet,,,Miracle Seed,,,Life Orb,,,Chople Berry,,https://pokepast.es/652a6122d64aa2c1,Yes,Extracted,✔,Q6BL3K1NMH,21 Sep 2026,-,,https://x.com/cobalt_poke5861/status/2101825258064056464?s=46,-,-,cobalt_poke5861,,Glimmora-Mega,Salamence-Mega,Volcarona,Rillaboom,Gholdengo,Kingambit,,MC339
MC338,shynessalex's Local Tour Champion Team,,shynessalex,,,,Floettite,,,Salamencite,,,Rocky Helmet,,,Sitrus Berry,,,Grassy Seed,,,Life Orb,,https://pokepast.es/6f1d5b2b15285f2b,Yes,Owner's,✔,K6C22A7L7U,20 Sep 2026,Local Tour,Champion,https://x.com/shynessalex/status/2101502876187005099?s=46,-,-,shynessalex,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC338
MC337,drhairychic0's Local Tour Champion Team,,drhairychic0,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Grassy Seed,,,Miracle Seed,,,Life Orb,,https://pokepast.es/0e98dddb17860aaa,Yes,Extracted,✔,YKAFKMJ9FE,20 Sep 2026,Local Tour,Champion,https://x.com/drhairychic0/status/2101510877832757491?s=46,-,-,drhairychic0,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Primarina,Rillaboom,Gholdengo,,MC337
MC336,Justin's Raichu-Y Salamence Team,,Justin Cerioni,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Leftovers,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/5cedf6dd944db220,Yes,Extracted,✔,CUSLJQTRFX,20 Sep 2026,-,,https://x.com/byte_v24/status/2101472159709216787?s=46,-,-,byte_v24,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Milotic,Rillaboom,Gholdengo,,MC336
MC335,nagareoo's Garchomp-Z Gengar Perish Team,,nagareoo,,,,Garchompite Z,,,Gengarite,,,Chople Berry,,,Sitrus Berry,,,Iron Ball,,,Leftovers,,https://pokepast.es/25d5f5aae215e08c,Yes,Extracted,X,None,19 Sep 2026,-,,https://x.com/nagareoo/status/2101212892557443477?s=46,-,-,nagareoo,,Garchomp-Mega-Z,Gengar-Mega,Incineroar,Politoed,Rillaboom,Archaludon,,MC335
MC334,punihina1334's Local Tour Champion Team,,punihina1334,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Occa Berry,,,Focus Sash,,,Life Orb,,https://pokepast.es/98d6e2fba3995368,Yes,Extracted,✔,CQ5CHD0L1B,19 Sep 2026,Local Tour,Champion,https://x.com/punihina1334/status/2101177652807664007?s=46,-,-,punihina1334,,Salamence-Mega,Tyranitar-Mega,Milotic,Rillaboom,Excadrill,Gholdengo,,MC334
MC333,Prncessdiana's Salamence Glimmora Team,,Prncessdiana,,,,Glimmoranite,,,Salamencite,,,Grassy Seed,,,Miracle Seed,,,Focus Sash,,,Sitrus Berry,,https://pokepast.es/1c95ff346ce5b161,Yes,Extracted,✔,K14DMAHNUM,20 Sep 2026,Video,,https://x.com/prncessdianaaa/status/2101432704168534261?s=46,https://www.youtube.com/watch?v=537oeGgrXEo,-,prncessdianaaa,,Glimmora-Mega,Salamence-Mega,Volcarona,Rillaboom,Whimsicott,Farigiraf,,MC333
MC332,MichaelderBeste's Lucario-Z Dragapult Team,,Michael Kelsch,,,,Lucarionite Z,,,Focus Sash,,,Choice Scarf,,,Miracle Seed,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/b960485d27caebf9,Yes,Owner's,✔,7XNGHA3RCK,19 Sep 2026,-,,https://x.com/michaelderbeste/status/2101023502228680972?s=46,-,-,michaelderbeste,,Lucario-Mega-Z,Arcanine-Hisui,Gyarados,Rillaboom,Farigiraf,Dragapult,,MC332
MC331,Genius' Local Tour Top 8 Team,,Giovanni Piscitelli,,,,Charizardite Y,,,Floettite,,,Mystic Water,,,Focus Sash,,,Chople Berry,,,Life Orb,,https://pokepast.es/ffe1c04c186b2453,Yes,Extracted,✔,VAVLW41J1F,20 Sep 2026,Local Tour,Top 8,https://x.com/geniusvgc/status/2101369260878532772?s=46,-,-,geniusvgc,,Charizard-Mega-Y,Floette-Eternal-Mega,Basculegion,Whimsicott,Kingambit,Garchomp,,MC331
MC330,Sahil's Meganium Aegislash Team,,Sahil,,,,Meganiumite,,,Focus Sash,,,White Herb,,,Rocky Helmet,,,Kasib Berry,,,Fairy Feather,,https://pokepast.es/8bffd79270860304,Yes,Extracted,✔,XK0JD6L7WN,19 Sep 2026,-,,https://x.com/shaikhvgc786/status/2101182053572391084?s=46,-,-,shaikhvgc786,,Meganium-Mega,Aerodactyl,Sneasler,Indeedee-F,Aegislash,Sylveon,,MC330
MC329,Sidi I. Haidala's Local Tour Top 4 Team,,Sidi I. Haidala,,,,Froslassite,,,Salamencite,,,Grassy Seed,,,Miracle Seed,,,White Herb,,,Chople Berry,,https://pokepast.es/52e5a54459427098,Yes,Extracted,✔,S4XYHWGKKB,20 Sep 2026,Local Tour,Top 4,https://x.com/mrsidi5/status/2101344219918942253?s=46,-,-,mrsidi5,,Froslass-Mega,Salamence-Mega,Primarina,Rillaboom,Sneasler,Kingambit,,MC329
MC328,U_DonPM's Hammerlocke Challengers #4 Champion Team,,U_DonPM,,,,Absolite Z,,,Sitrus Berry,,,Leftovers,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/6e006ee64e68ff6b,Yes,Extracted,✔,KP152ABTM8,19 Sep 2026,Hammerlocke Challengers #4,Champion,https://x.com/don70016112/status/2101311146905256104?s=46,-,https://t.co/r3jeJoYP5c,don70016112,,Absol-Mega-Z,Incineroar,Milotic,Rillaboom,Glimmora,Gholdengo,,MC328
MC327,spy_anya11's Lucario-Z Gengar Team,,spy_anya11,,,,Gengarite,,,Lucarionite Z,,,Passho Berry,,,Sitrus Berry,,,Eject Button,,,Leftovers,,https://pokepast.es/4dd5fcddd90e5ebb,Yes,Extracted,✔,TUANSUXE6G,19 Sep 2026,-,,https://x.com/spy_anya11/status/2101274008012652665?s=46,-,-,spy_anya11,,Gengar-Mega,Lucario-Mega-Z,Incineroar,Politoed,Rillaboom,Archaludon,,MC327
MC326,kayato_vgc's Salamence Aerodactyl Team,,kayato_vgc,,,,Salamencite,,,Expert Belt,,,Life Orb,,,Focus Sash,,,Black Glasses,,,Fairy Feather,,https://pokepast.es/cea79bfa59e2fd6b,Yes,Extracted,✔,HDJWA9QXSQ,18 Sep 2026,-,,https://x.com/kayato_vgc/status/2100960495931183282?s=46,-,-,kayato_vgc,,Salamence-Mega,Blaziken,Rillaboom,Aerodactyl,Kingambit,Sylveon,,MC326
MC325,espertcg's Baltimore Regional Challenge Top 16 Team,,espertcg,,,,Cameruptite,,,Golisopite,,,Twisted Spoon,,,Expert Belt,,,Rocky Helmet,,,Life Orb,,https://pokepast.es/e186eb86a1990ce2,Yes,Extracted,✔,7VRGWMPSR5,19 Sep 2026,Baltimore Regional Challenge,9th,https://x.com/espertcg/status/2101088649677046197?s=46,-,-,espertcg,,Camerupt-Mega,Golisopod-Mega,Armarouge,Sirfetch'd,Indeedee-F,Hatterene,,MC325
MC324,Sahil's Absol-Z Meganium Team,,Sahil,,,,Absolite Z,,,Meganiumite,,,Life Orb,,,Focus Sash,,,Rocky Helmet,,,Fairy Feather,,https://pokepast.es/000dee84b382d990,Yes,Extracted,✔,3KL0V0VR4F,18 Sep 2026,-,,https://x.com/shaikhvgc786/status/2100890641815453992?s=46,-,-,shaikhvgc786,,Absol-Mega-Z,Meganium-Mega,Toxtricity,Aerodactyl,Indeedee-F,Sylveon,,MC324
MC323,toshiniki's Metagross Arboliva Team,,toshiniki,,,,Metagrossite,,,Leftovers,,,Choice Scarf,,,Occa Berry,,,Psychic Seed,,,Rocky Helmet,,https://pokepast.es/93b626e0c928be89,Yes,Extracted,✔,DS9NB5HHWV,18 Sep 2026,-,,https://x.com/toshi_kyogre/status/2100784814878245214?s=46,-,-,toshi_kyogre,,Metagross-Mega,Volcarona,Basculegion,Arboliva,Sneasler,Indeedee-F,,MC323
MC322,lj_darkrai's Blaziken Vanilluxe Team,,lj_darkrai,,,,Blazikenite,,,Charcoal,,,Life Orb,,,Choice Scarf,,,Sitrus Berry,,,Focus Sash,,https://pokepast.es/817ae21505e679f7,Yes,Extracted,✔,7PS435Q34B,18 Sep 2026,-,,https://x.com/lj_darkrai/status/2100697433726443964?s=46,-,-,lj_darkrai,,Blaziken-Mega,Torkoal,Rillaboom,Vanilluxe,Farigiraf,Kingambit,,MC322
MC321,pokebrosvgc's Talon's Fight Club #102 Champion Team,,pokebrosvgc,,,,Raichunite Y,,,Salamencite,,,Sitrus Berry,,,Miracle Seed,,,White Herb,,,Life Orb,,https://pokepast.es/d6b2f01ddf4fee52,Yes,Extracted,✔,0WFEL7DA5P,18 Sep 2026,Talon's Fight Club #102,Champion,https://x.com/pokebrosvgc/status/2100812643355488420?s=46,-,-,pokebrosvgc,,Raichu-Mega-Y,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC321
MC320,carlosmalaraza's Salamence Metagross Team,,carlosmalaraza,,,,Metagrossite,,,Salamencite,,,Focus Sash,,,Choice Scarf,,,Occa Berry,,,Never-Melt Ice,,https://pokepast.es/5670ef4b16449cc0,Yes,Extracted,✔,6D92FFVNH4,18 Sep 2026,-,,https://x.com/carlosmalaraza/status/2100639971459711281?s=46,-,-,carlosmalaraza,,Metagross-Mega,Salamence-Mega,Blaziken,Basculegion,Kingambit,Ninetales-Alola,,MC320
MC319,Wowyang's Salamence Floette Team,,Fang Yu-Yang,,,,Floettite,,,Salamencite,,,Sitrus Berry,,,Leftovers,,,Miracle Seed,,,Life Orb,,https://pokepast.es/f22e21bb4d824590,Yes,Extracted,✔,900RXJ1XNS,17 Sep 2026,-,,https://x.com/wowyang4/status/2100598279893647651?s=46,-,-,wowyang4,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Blastoise,Rillaboom,Kingambit,,MC319
MC318,cona's Garchomp-Z Psyspam Team,,Hiroshi Onishi,,,,Garchompite Z,,,Life Orb,,,Choice Scarf,,,Miracle Seed,,,White Herb,,,Psychic Seed,,https://pokepast.es/2dfbf9f89dfbd0bb,Yes,Extracted,✔,4W8RLPR6A8,18 Sep 2026,-,,https://x.com/cona_5757/status/2100833138138316817?s=46,-,-,cona_5757,,Garchomp-Mega-Z,Delphox,Basculegion,Rillaboom,Sneasler,Indeedee-F,,MC318
MC317,barudoru's Absol-Z Metagross Team,,Ryota Otsubo,,,,Absolite Z,,,Metagrossite,,,Life Orb,,,Focus Sash,,,Choice Scarf,,,Rocky Helmet,,https://pokepast.es/199745ed6f3b10ed,Yes,Extracted,✔,P52T1BTFR6,17 Sep 2026,-,,https://x.com/barudoru/status/2100583725549719727?s=46,-,-,barudoru,,Absol-Mega-Z,Metagross-Mega,Armarouge,Glimmora,Vanilluxe,Indeedee-F,,MC317
MC316,mallekoenig's Charizard-Y Alakazam Team,,mallekoenig,,,,Alakazite,,,Charizardite Y,,,White Herb,,,Psychic Seed,,,Focus Sash,,,Choice Scarf,,https://pokepast.es/a50416450094f382,Yes,Extracted,✔,PYW7V3TJRU,17 Sep 2026,-,,https://x.com/mallekoenig/status/2100612372511477996?s=46,-,-,mallekoenig,,Alakazam-Mega,Charizard-Mega-Y,Sneasler,Indeedee-F,Kingambit,Ninetales-Alola,,MC316
MC315,m6hn67's Raichu-Y Staraptor Team,,m6hn67,,,,Raichunite Y,,,Staraptite,,,Miracle Seed,,,Focus Sash,,,Life Orb,,,Fairy Feather,,https://pokepast.es/6f9bc8dfb52d4e49,Yes,Extracted,✔,SGYDB95UJS,18 Sep 2026,-,,https://x.com/m6hn67/status/2100621468367487020?s=46,-,-,m6hn67,,Raichu-Mega-Y,Staraptor-Mega,Rillaboom,Glimmora,Gholdengo,Sylveon,,MC315
MC314,v1nzvgc's Gengar Altaria Perish Team,,v1nzvgc,,,,Gengarite,,,Passho Berry,,,Sitrus Berry,,,Eject Button,,,Roseli Berry,,,Leftovers,,https://pokepast.es/ab47ccee10152485,Yes,Owner's,✔,Q233CRT930,18 Sep 2026,Video,,https://x.com/v1nzvgc/status/2100630104409768426?s=46&t=N_lc1PNh9dFN-PflIB4w3w,https://youtu.be/P7S5Dt8LLwY?is=4kthJiFmg1kKscq8,-,v1nzvgc,,Gengar-Mega,Incineroar,Toxapex,Rillaboom,Sableye,Altaria,,MC314
MC313,0ohiruneo0's Swampert Sneasler Rain Team,,0ohiruneo0,,,,Swampertite,,,Sitrus Berry,,,White Herb,,,Rocky Helmet,,,Psychic Seed,,,Leftovers,,https://pokepast.es/553b3b47d153ffac,Yes,Extracted,X,None,15 Sep 2026,-,,https://x.com/0ohiruneo0/status/2099626077132062898?s=46,-,-,0ohiruneo0,,Swampert-Mega,Pelipper,Sneasler,Indeedee-F,Gholdengo,Archaludon,,MC313
MC312,PhoNoodle's Recreation of MichaelderBeste's VR September Challenge Champion Team,,PhoNoodle,,,,Raichunite Y,,,Staraptite,,,Focus Sash,,,Miracle Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/56f0a0120cd736e5,Yes,Extracted,✔,MF65CRMSM1,17 Sep 2026,-,,https://x.com/mrphonoodle/status/2100511152832737306?s=46,-,-,mrphonoodle,,Raichu-Mega-Y,Staraptor-Mega,Arcanine-Hisui,Rillaboom,Gholdengo,Sylveon,,MC312
MC311,PokeReplaysVGC's Salamence Tailroom Team,,Adam Wright,,,,Salamencite,,,Focus Sash,,,Miracle Seed,,,Sitrus Berry,,,Chople Berry,,,Fairy Feather,,https://pokepast.es/f85133bac58b317f,Yes,Owner's,✔,JTKX5HBSR0,17 Sep 2026,-,,https://x.com/pokereplaysvgc/status/2100545866482229650?s=46,-,-,pokereplaysvgc,,Salamence-Mega,Arcanine-Hisui,Rillaboom,Farigiraf,Kingambit,Sylveon,,MC311
MC310,a__poke_'s Froslass Scovillain Team,,a__poke_,,,,Froslassite,,,Scovillainite,,,Sitrus Berry,,,Focus Sash,,,White Herb,,,Life Orb,,https://pokepast.es/ad1f1ac5d6f8b357,Yes,Extracted,X,None,16 Sep 2026,-,,https://x.com/a__poke_/status/2100232399791812612?s=46,-,-,a__poke_,,Froslass-Mega,Scovillain-Mega,Basculegion,Lycanroc-Dusk,Sneasler,Kingambit,,MC310
MC309,Prncessdiana's Garchomp-Z Golisopod Team,,Prncessdiana,,,,Garchompite Z,,,Golisopite,,,Leftovers,,,Sitrus Berry,,,Life Orb,,,Light Clay,,https://pokepast.es/565006700c23dcd1,Yes,Extracted,✔,UQFC5CF03Y,16 Sep 2026,-,,https://x.com/prncessdianaaa/status/2100343665801752733?s=46,-,-,prncessdianaaa,,Garchomp-Mega-Z,Golisopod-Mega,Milotic,Farigiraf,Gholdengo,Grimmsnarl,,MC309
MC308,BrokenLegge's Golisopod Manectric Team,,BrokenLegge,,,,Golisopite,,,Manectite,,,Focus Sash,,,Occa Berry,,,Sitrus Berry,,,Leftovers,,https://pokepast.es/e39a17eb6c42b52c,Yes,Extracted,✔,4S8YALQGXQ,16 Sep 2026,-,,https://x.com/brokenlegge/status/2100358048997130620?s=46,-,-,brokenlegge,,Golisopod-Mega,Manectric-Mega,Pelipper,Rillaboom,Farigiraf,Archaludon,,MC308
MC307,vwoul's Metagross Dragonite Team,,vwoul,,,,Dragoninite,,,Metagrossite,,,Life Orb,,,Focus Sash,,,Rocky Helmet,,,Choice Scarf,,https://pokepast.es/82234c4e23692a6e,Yes,Extracted,✔,6BANCV9JKM,16 Sep 2026,-,,https://x.com/vwoul/status/2100170980400209956?s=46,-,-,vwoul,,Dragonite-Mega,Metagross-Mega,Basculegion,Pelipper,Indeedee-F,Archaludon,,MC307
MC306,WyatVGC's Local Challenge Top 4 Team,,Wyatt McDonald,,,,Floettite,,,Salamencite,,,Rocky Helmet,,,Sitrus Berry,,,Grassy Seed,,,Life Orb,,https://pokepast.es/37083bbe99a1bf42,Yes,Extracted,✔,239LDM2XVV,16 Sep 2026,Local Tour,Top 4,https://x.com/wyatvgc/status/2100270641954038124?s=46,-,-,wyatvgc,,Floette-Eternal-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC306
MC305,Dot1Q's Alpensee Tour #75 Top 4 Team,,Christian De Nicolo,,,,Dragoninite,,,Leftovers,,,Charcoal,,,Choice Scarf,,,Wide Lens,,,Life Orb,,https://pokepast.es/6d07d29ba74350d1,Yes,Extracted,✔,RK5QF9YU11,16 Sep 2026,Alpensee Tour #75,4th,https://x.com/dot1q_vgc/status/2100358835105870182?s=46,-,https://play.limitlesstcg.com/tournament/6a7f3faa5a3071409557018f/standings,dot1q_vgc,,Dragonite-Mega,Armarouge,Torkoal,Annihilape,Maushold-Four,Kingambit,,MC305
MC304,Kokoro's Salamence Sylveon Team,,Bingjie Wang,,,,Salamencite,,,Choice Scarf,,,Focus Sash,,,Sitrus Berry,,,Chople Berry,,,Life Orb,,https://pokepast.es/25161f401c0a2005,Yes,Extracted,✔,1PGH7W0ST9,16 Sep 2026,-,,https://x.com/aotobj98/status/2100386133352054924?s=46,-,-,aotobj98,,Salamence-Mega,Basculegion,Tyranitar,Farigiraf,Kingambit,Sylveon,,MC304
MC303,Viera's Absol-Z Lucario-Z Team,,Shoma Honami,,,,Absolite Z,,,Lucarionite Z,,,Life Orb,,,Focus Sash,,,Hard Stone,,,Fairy Feather,,https://pokepast.es/a0aec76f5727c83a,Yes,Extracted,✔,0E971GCPE2,16 Sep 2026,Video,,https://x.com/SHADEviera/status/2100158913727590690,https://www.youtube.com/watch?v=LQvopZ92k1I,-,SHADEviera,,Absol-Mega-Z,Lucario-Mega-Z,Basculegion,Tsareena,Aerodactyl,Sylveon,,MC303
